DEGC1PV,DEGC2PV,DEGC3PV,DEGC4PV,DEGC5PV,DEGC6PV,DEGC1SV,DEGC2SV,DEGC3SV,DEGC4SV,DEGC5SV,DEGC6SV,NM3/H.1PV,NM3/H.2PV,NM3/H.3PV,NM3/H.4PV,NM3/H.5PV,NM3/H.6PV,NM3/H.1SV,NM3/H.2SV,NM3/H.3SV,NM3/H.4SV,NM3/H.5SV,NM3/H.6SV,TEMP,FC1,FC2,FC3,FC4,FC5,FC6,mmH2O
720.3,704.8,801.8,791.3,860.1,777.2,1050.2,1070,1200,1180,1120,1100,2463,3005,2261,5342,1885,3779,1881,3009,2000,5366,1424,3778,414.3,10,10.6,8,15.2,8,30.5,500
1032.5,1010.3,1215.9,1185.7,1138.8,1141.7,1005,1070,1215,1200,1140,1130,2867,3561,2589,13102,1529,5535,2819,3601,2030,12530,1459,5221,536.9,12.6,13.8,15,29.1,3.6,39.3,624
812.9,820.3,917.9,916.6,946.7,896.9,1005,1070,1210,1210,1140,1245,2156,2423,3230,3857,1566,3965,2200,2300,2239,2615,1516,3958,454.9,8,7,15,12,3,28.6,599
1012.5,1055.2,1217.2,1169.4,1100.6,1127.5,1050.2,1070,1210,1200,1100,1100,1829,2653,6669,7801,5394,7649,1406,3055,6923,8157,5381,7675,490.9,10,10.4,26.2,24,47.5,59.4,497
741.3,730.7,834.5,827,840.5,766.3,1050.2,1070,1200,1180,1120,1100,2322,2914,2490,4325,1899,3781,2303,2897,2484,4300,1900,3778,425.3,11.9,9.6,10.4,15.1,8.2,30.3,499
975.7,1043.8,1212.5,1195.2,1138.6,1169.9,1005,1070,1215,1200,1150,1130,3342,4187,7154,14684,2213,6062,3333,4169,7139,14817,1970,6080,507.6,12.6,16.2,27.2,35.6,8.1,43.8,619
1066.4,1075.2,1252,1207.8,1165.7,1146.3,1005,1070,1215,1205,1150,1245,2193,2509,2562,4258,1916,5065,1961,2306,2263,4515,1916,5067,575.4,8,7.9,15,17.5,10.9,41,601
1006.4,1066.8,1220.5,1210.5,1145.5,1172.6,1005,1070,1220,1210,1140,1245,3517,4159,4805,13685,2255,6531,3535,4169,4890,13600,2213,6548,526,13.3,17.4,22.4,31.9,12.1,48.4,601
1017.7,1068.5,1218.8,1210.3,1140.3,1167.1,1005,1070,1220,1210,1140,1245,2168,2815,4351,12660,1775,6559,2076,2459,4396,12679,1757,6477,518.7,8,7.6,21,31.7,6.8,47.1,601
771.7,779.7,837.2,790.5,818.8,791.1,1005,1070,1215,1200,1140,1130,2622,2260,2624,3007,1600,3299,2600,2200,2001,2450,1600,3298,503,12.2,7,15,12,4.5,25.3,620
1074.4,1074.5,1252.5,1202.1,1162.8,1134.4,1005,1070,1215,1205,1150,1245,1987,2414,2553,4912,1895,5035,2270,2647,2620,5195,1916,5067,572.9,11.1,12.4,15.9,18.5,11.2,41.1,593
1061.2,1095.1,1250.7,1212.3,1188,1165.7,1005,1070,1240,1210,1250,1245,2113,2114,3412,4736,1517,5040,1717,1892,2766,4789,1516,5037,560.2,8,7,18,15.8,5.5,40.8,601
1011.5,1032.1,1216.6,1194.4,1160.8,1175.2,1005,1070,1215,1200,1140,1130,3358,4231,2702,14824,1679,6058,3333,4169,2189,14817,1677,6080,524.3,14.4,16.1,15,34.9,6,44.4,623
1001.6,1058.6,1220.2,1210.7,1140.7,1165.9,1005,1070,1220,1210,1140,1245,3510,4153,5220,14384,2207,6543,3535,4169,5138,14400,2204,6548,540.3,16.2,18.2,20.6,35.9,12.4,48.6,600
761,705.6,841.5,843.7,665.1,633.7,1005,1070,1215,1200,1140,1130,2564,2341,2741,7474,1599,3329,2600,2200,2001,2450,1600,3298,494.3,9.7,7,15,20.2,4,24,620
969.2,1053.5,1218.1,1200.5,1150.4,1125.2,1005,1070,1220,1200,1145,1130,2039,2585,4420,9607,1507,4937,2497,3014,4572,9844,1634,5353,557.5,14.2,12.5,24.2,30.1,8.8,45,495
1053.3,1078.9,1206,1209.2,1153.7,1152.2,1005,1070,1220,1210,1140,1245,2147,2268,3359,7704,1472,5062,1942,2235,3620,8193,1359,5287,524.4,8,7,20.4,23.5,3,39.7,600
1002.5,1057.6,1230.6,1203.7,1155,1144.1,1005,1070,1215,1205,1150,1245,2437,2973,2829,7282,1912,5456,2495,2943,2880,7309,1916,5457,542.2,11.7,10.3,16.2,20.5,9.2,41.9,601
1037.3,999.8,1215.1,1173.9,1150.4,1155.5,1005,1070,1220,1190,1160,1230,3103,3398,3585,9107,2384,6551,3266,3452,2971,9430,2471,6548,530.2,17.5,16,18,26.4,17.9,52.7,496
1080.3,1091.3,1255.3,1209.5,1163.4,1134.9,1005,1070,1215,1205,1150,1245,2175,2452,2875,5228,1915,5068,2274,2602,2624,5451,1916,5067,546.8,8.6,8.9,15,18.5,9.1,39.2,603
1036.6,1046.9,1226.5,1201,1151.1,1168.1,1005,1070,1220,1200,1150,1245,2533,3266,3917,10119,1897,5798,2634,3336,3724,9933,1886,5787,544.6,15,14.3,17.7,25.9,10.2,46.3,602
999.7,1001.1,1212.8,1176.2,1141.6,1166.1,1005,1070,1220,1200,1150,1130,3099,3888,4193,14683,2660,6574,3333,4169,4132,14817,2718,7016,509,13.9,15.8,19.2,36.8,17.9,51.7,617
728.9,714.1,793,789.1,843.7,767.8,1050.2,1070,1200,1180,1120,1100,2271,2894,2487,4232,1898,3778,2303,2897,2484,4224,1900,3778,422.5,12.4,9.1,8.8,15.2,8.4,30.1,500
997.5,1038.6,1206.2,1165.1,1120,1138.4,1050.2,1070,1210,1200,1110,1100,1868,2700,4069,7155,4356,6305,1406,2538,3755,6480,4295,6296,498,10,7.7,13.5,16.6,35.9,49.9,500
997.7,1014.8,1239.4,1212.5,1172.8,1192.9,1005,1070,1220,1200,1160,1230,3436,3640,3526,12421,1371,6547,3346,3608,2861,12185,1369,6548,541.3,13.7,16.9,18,33.4,5.7,57.6,501
975.7,1043.8,1212.5,1195.2,1138.6,1169.9,1005,1070,1215,1200,1150,1130,3342,4187,7154,14684,2213,6062,3333,4169,7139,14817,1970,6080,507.6,12.6,16.2,27.2,35.6,8.1,43.8,619
990.2,1031.4,1220,1209.4,1153.5,1145.8,1005,1070,1215,1205,1150,1245,2526,3018,4207,9040,1920,5058,2495,2943,4104,8927,1916,5067,559.6,13.9,10.9,19.1,24.9,10.9,42,599
728.6,705.4,746.2,721,716.3,702.1,1005,1070,1215,1200,1140,1130,2594,2309,2736,3171,1599,3331,2600,2200,2001,2450,1600,3298,489.7,8.9,7,15,12,4,24.2,619
721.1,704.1,803.8,792.2,859.9,779.7,1050.2,1070,1200,1180,1120,1100,1912,2997,1972,5369,1440,3784,1881,3009,2000,5366,1424,3778,413.8,10,12.5,9.5,18.5,8,37.6,300
870.9,878.8,947.1,955.5,1045.8,983.4,1005,1070,1210,1210,1140,1245,1999,2388,2984,2466,1518,4326,2200,2300,2239,2616,1517,4317,506.9,8,7.5,15,11.6,3.3,31.7,601
1053.3,1077.9,1242.3,1217.9,1145.3,1173.4,1005,1070,1220,1210,1140,1245,2972,3460,3360,9162,2240,6329,2938,3468,3390,9151,2187,6321,518.9,15,14.8,17.4,24.6,11.8,46.9,604
1099.5,1060.4,1249.7,1178.6,1153.8,1091.3,1005,1070,1220,1200,1160,1130,0,1959,1788,2987,1487,4604,1509,1605,1443,3050,1510,4617,571.1,5,7,15,15.1,7.5,39.7,501
995.1,1064.4,1219.5,1207.2,1142.7,1169.2,1005,1070,1220,1210,1140,1245,3512,4052,5530,14788,2583,6564,3535,4169,5487,14817,2561,6548,526.9,12.7,15.5,23.4,37,16.1,48.5,599
966.1,1048.7,1203.5,1188.3,1141.1,1131.3,1005,1070,1220,1200,1140,1130,2350,2863,4721,9849,1546,5125,2327,2671,4743,10075,1535,5098,534.4,14.3,11.4,24.5,31.4,7.9,44,503
1019.6,1064.4,1212.6,1206,1134.6,1160.6,1005,1070,1220,1210,1140,1245,3568,4257,3930,11765,1920,6098,3326,3911,4158,11785,1962,6127,535.3,12.9,14.5,21.9,30.8,10.5,47.7,600
994.6,1019.9,1217.5,1200.4,1133,1155.1,1005,1070,1215,1200,1150,1130,3353,4147,3615,14354,2303,6080,3333,4169,3586,14312,2299,6080,514.6,14.4,15.9,18,34,12.9,44.2,623
1005.5,1032.6,1216.6,1187.2,1174.6,1140.7,1005,1070,1210,1200,1145,1130,2509,3056,2222,8275,1835,5733,2494,3128,1803,8200,1859,5737,535.5,12.4,12.5,15,20.8,8.6,42.1,621
828.8,802.4,1060.2,1026.4,1017.9,950.4,1005,1070,1215,1200,1140,1130,2572,2246,2542,4328,1698,4284,2600,2200,2001,4261,1700,4287,506.1,10.6,7,15,13.1,6,31.8,599
897.5,894,1123.5,1098.5,1076.8,1020.8,1005,1070,1215,1200,1140,1130,2630,2224,2358,4155,1703,4295,2600,2200,2001,4261,1700,4287,521.3,12.3,7,15,15.2,6.8,32.5,597
727.9,714.4,796.2,791.5,843.4,768.7,1050.2,1070,1200,1180,1120,1100,2283,2917,2477,4260,1902,3775,2303,2897,2484,4224,1900,3778,423.6,12,9.4,9.9,14.4,8.3,30,500
1038,1054.1,1220.3,1188.7,1153.5,1173.5,1005,1070,1220,1200,1150,1130,3182,3946,4242,14347,1588,6393,3139,3954,4287,13955,1570,6308,497.3,10.9,13.8,20.9,32.1,4.7,45.9,621
1023.8,1036.9,1230.5,1183.7,1193,1143,1005,1070,1210,1200,1145,1130,1866,2267,2297,5065,1447,4275,1768,2215,1846,5239,1396,4292,531.5,7,7,15,15.8,3,32.7,619
1030.9,1053.6,1228.1,1206.8,1158.4,1173.7,1005,1070,1215,1200,1150,1130,3390,4203,2732,13717,1679,6751,3333,4141,2464,13792,1677,6735,499.5,12.5,15.7,15,33.7,5.7,48.3,620
1017.2,1068.2,1223.5,1212.4,1137.1,1163.5,1005,1070,1220,1210,1140,1245,3516,4168,4586,13496,2187,6543,3535,4169,4653,13339,2210,6548,530.4,14.1,17.3,21.9,31.5,12.1,48.4,602
969.7,1022.7,1171.6,1119.4,1071.7,1065.8,1050.2,1070,1200,1180,1120,1100,1874,2587,5155,5861,4427,6353,1406,2207,5129,5861,4426,6346,474,10,7,18.8,18.1,36.4,49.8,500
875.3,914.7,1117.9,1096,1060.8,1075.1,1005,1070,1215,1200,1140,1130,12095,14758,12796,15183,6416,9161,12114,14855,12820,15383,6410,9188,429.7,33.5,43.9,35.2,28.7,38.6,50.2,995
725.4,710.5,785.3,781.1,832.5,758.7,1050.2,1070,1200,1180,1120,1100,2289,2864,2492,4258,1896,3776,2303,2897,2484,4224,1900,3778,424.4,12.5,8.8,10.5,13.9,8.4,30.2,501
748.4,737.4,845.6,832.1,839.2,764.8,1050.2,1070,1200,1180,1120,1100,2322,2913,2481,4285,1901,3776,2303,2897,2484,4300,1900,3778,425.7,11.6,9,10.3,14.2,8.3,30.4,504
1071.1,1061.2,1237.6,1201.3,1133.3,1144.3,1005,1070,1220,1210,1140,1245,3069,3521,3442,10636,1711,6318,3139,3666,3622,10922,1780,6361,553,16.7,15.6,20.4,30.2,8.1,48.3,598
1012.7,1030.6,1220.6,1213,1152.7,1122.4,1005,1070,1215,1205,1150,1245,2554,2971,2873,8299,1915,4910,2495,2943,2880,8467,1916,5153,555.1,11.4,10.2,18,25.5,10.8,41.9,597
535.9,531.4,619.6,591.2,593.1,582.4,1005,1070,1210,1210,1140,1245,2329,2486,3126,4476,2150,1668,2200,2300,2239,2562,1298,1400,446.2,8,7.6,15,15,10,6,599
1017.6,1072.1,1212.9,1196.2,1148.6,1121.9,1005,1070,1210,1200,1145,1130,1992,2621,3739,7750,1857,5362,2230,2822,3934,7952,1971,5614,529.5,14.2,13,23.5,24.9,13.5,47.9,501
645.3,516,836.3,789.5,850.8,714.7,1005,1070,1210,1210,1140,1245,2423,2696,3589,4020,1766,2531,2200,2300,2239,3399,1516,2518,333.9,8,7.6,15,12,3,12.8,600
1068.8,1057.6,1258.6,1205.4,1173.8,1146.7,1005,1070,1215,1200,1150,1130,1919,2242,2562,3996,1437,4297,1765,2207,2078,3953,1176,4287,536.4,7,7,15,14.3,3,32.6,622
1019.7,1038.1,1225.3,1202.9,1162.5,1138.4,1005,1070,1215,1205,1150,1245,2486,2959,2844,8689,1902,5415,2495,2943,2880,8705,1916,5457,561.4,14.3,12.8,16.4,24.8,10.2,43.1,596
1000.8,1023.1,1204.1,1201.2,1155.2,1189.3,1005,1070,1215,1200,1150,1130,3341,4220,4758,13921,2940,6362,3333,4169,4923,13926,2896,6361,524.5,15.5,15.1,23.4,34.1,19.9,47,618
999,1064.7,1221.2,1214.8,1140.5,1165.9,1005,1070,1220,1210,1140,1245,3513,4121,4827,14012,1992,6540,3535,4169,4853,13922,1989,6548,524.6,13.1,16.7,21.8,33.7,10.1,47.8,602
999.4,1041.7,1210.1,1167.5,1116.5,1137.9,1050.2,1070,1210,1200,1110,1100,1860,2861,4172,7063,4567,6849,1406,2550,4032,6949,4412,6296,497.7,10,8.2,14.9,20.7,36.5,49.6,500
1002.3,1048.9,1223.8,1199.5,1180,1138.6,1005,1070,1215,1205,1150,1245,2531,2930,2876,8078,1916,4900,2495,2943,2880,8220,1916,4911,546.1,11.5,10.2,17.4,24.8,10.7,40.5,600
981.5,1055.9,1225.3,1204.4,1146.9,1143.2,1005,1070,1215,1205,1150,1245,2505,2957,2868,9369,1924,5447,2495,2943,2880,9327,1916,5457,527.2,9.5,9.9,16.9,25.5,10,43.2,606
1012.4,1032.1,1217,1195.5,1164.9,1176.4,1005,1070,1215,1200,1140,1130,3341,4200,2715,14351,1653,5985,3333,4113,2228,14817,1677,6080,524.3,13.9,15.2,15,36.2,5.8,43.9,624
1041.1,1050.7,1245.6,1218.4,1181.9,1151.1,1005,1070,1215,1200,1150,1130,1924,2339,2556,5177,1468,4492,1794,2256,2062,5073,1191,4485,514.5,7,7.3,15,14.5,3,33.9,619
1004.2,1019,1214.8,1177,1162.1,1183.5,1005,1070,1220,1200,1150,1130,3376,4176,3914,14727,1971,6559,3333,4169,4000,14817,1883,6548,497.9,12.8,14.1,20.9,36.3,8.2,47.2,624
992.7,1030.6,1225.6,1214.2,1143.2,1172.9,1005,1070,1220,1210,1140,1245,3533,4110,3405,12750,1918,6539,3535,4169,3344,12599,1903,6548,551.4,17,15.2,16.5,32.1,10.1,49.5,600
1066.8,1053,1238.6,1197.9,1186.9,1150.1,1005,1070,1215,1200,1150,1130,1895,2265,2565,4327,1449,4294,1765,2207,2082,4346,1174,4287,526.4,7,7,15,15.5,3,32.6,619
957.2,1008.7,1153,1115.1,1059.8,1061.8,1050.2,1070,1200,1180,1120,1100,1896,2595,3921,5974,4129,6343,1406,2207,4121,6083,4426,6346,469.4,10,7,17.4,18.9,36.3,49.4,500
476.4,457.8,553,518.9,527,509,1005,1070,1210,1210,1140,1245,2374,2607,3449,4834,2360,1833,2200,2300,2239,2562,1298,1400,355.5,8,7.6,15,15,10,6,599
783.8,726.2,875.9,881.1,652.9,607.5,1005,1070,1215,1200,1140,1130,2645,2286,2627,7504,1600,3297,2600,2200,2001,2450,1600,3298,505.4,9.8,7,15,20.2,4.7,24.6,620
1037.6,1025.7,1223.2,1198.3,1157.3,1110.7,1005,1070,1210,1200,1140,1130,1529,1980,1915,6098,1194,4626,1604,1790,1552,5978,971,4624,570.7,11.3,7,15,19.2,3,41,502
1004.9,1074.1,1220.2,1210.4,1141.5,1172,1005,1070,1220,1210,1140,1245,3501,4160,5434,14719,2755,6538,3535,4169,5479,14800,2747,6548,533.8,15,17.8,22.6,36.5,17.9,48.1,600
1083.7,1061.4,1238.5,1189.8,1161.3,1105,1005,1070,1220,1200,1160,1130,1992,2062,2239,4458,1308,4613,1871,2018,1810,4686,1057,4617,529.4,8,7,15,16.9,3,38.1,500
1065.7,1071.6,1198.6,1189.8,1258.9,1247.8,1005,1070,1250,1190,1250,1245,2134,2186,3610,3100,2416,3790,1707,1892,2944,2490,2025,3238,564,8,7,18,12,9.8,25.5,600
1011.2,1054,1225.3,1200.4,1185.6,1171,1005,1070,1220,1205,1150,1245,2325,2855,2642,6795,2083,5158,2092,2607,2817,6975,2080,5145,568.7,10.4,10,18.6,22.2,12.9,42,601
995.7,1042.1,1195.8,1147.9,1087.2,1116.8,1050.2,1070,1210,1200,1100,1100,1870,2579,5276,5985,4774,6838,1406,2236,5240,5951,4781,6809,483.5,10,7,18.7,16.9,40.5,53,499
1041.4,1074.4,1225.3,1202.1,1152,1127.5,1005,1070,1215,1205,1150,1245,2498,2910,2892,10502,1917,5067,2495,2943,2880,10459,1916,5067,520.6,9.4,10.1,15,26.9,9,39.2,602
1114.6,1119,1293.9,1247.1,1241.3,1263.9,1005,1070,1250,1230,1250,1245,2445,2295,3704,9097,3419,5265,2559,2538,3044,9115,3546,5440,544.7,10,10.4,18,25.1,29,44.3,601
1066.7,1057.8,1258.2,1237.8,1168.6,1168.3,1005,1070,1250,1230,1250,1245,2357,2446,2544,5493,1522,5014,1826,2189,1959,5402,1518,5037,521.8,8,7.7,15,17,3.8,38.5,607
578.5,577.4,662.5,638.6,635.1,627.2,1005,1070,1210,1210,1140,1245,2334,2433,3047,4334,2093,1625,2200,2300,2239,2562,1298,1400,484.2,8,7.6,15,15,10,6,600
1038.3,1048.6,1243.6,1216.7,1177.4,1149.9,1005,1070,1215,1200,1150,1130,2235,2834,2552,6802,1467,4537,2040,2578,2022,6517,1174,4485,512.6,7.5,9.6,15,17.5,3,34,624
725.5,710.1,801.2,795.9,853.1,775,1050.2,1070,1200,1180,1120,1100,2326,2910,2485,4195,1901,3776,2303,2897,2484,4224,1900,3778,419.1,10,9.3,9.9,14.5,8.2,30.3,500
991,1059.8,1208.7,1196.3,1151,1117.5,1005,1070,1220,1200,1160,1130,2036,2367,3791,6732,2235,4776,1765,2081,3779,6906,2196,4617,576.2,10.5,8.7,22,23.6,16.8,41.1,502
1068.6,1092.1,1243.8,1233.6,1257.7,1231.3,1005,1070,1250,1230,1260,1245,2294,2563,4637,3356,2952,5052,1621,1503,4500,3093,2964,5037,519.5,8,10.6,18.6,12,19.9,38.8,599
982,1058.5,1222.6,1199.9,1152.8,1132.5,1005,1070,1220,1200,1145,1130,2402,2775,4302,9453,1820,4625,2373,2818,4404,9424,1795,4753,550.6,10.3,11.1,22.7,27.8,9.9,39.5,502
974.9,951,1013.4,1004,1011.6,965.9,1005,1070,1210,1210,1140,1245,1910,2285,2924,3089,1484,3599,2200,2300,2239,3050,1206,3598,526.1,8,8.1,15,12.4,3,26.8,600
1034.6,1048.2,1231.1,1199.9,1161.5,1183.3,1005,1070,1220,1200,1160,1230,3159,3358,3352,7857,1536,5709,2659,2876,2688,7796,1433,5372,540.2,12,11.5,18,23,6.1,46.9,500
782.4,725.1,873.7,878.1,659.7,617,1005,1070,1215,1200,1140,1130,2573,2266,2701,7722,1598,3318,2600,2200,2001,2450,1600,3298,505.8,9.9,7,15,20.2,4.2,24.2,620
1088.4,1076.7,1258.1,1225.7,1179.8,1160.7,1005,1070,1250,1230,1250,1245,2341,2141,2519,4798,1515,5015,1938,1892,2088,4905,1545,5135,524.4,8,7,15,16.3,4.2,39.2,600
872,880,959.9,957.5,1028.8,979.8,1005,1070,1210,1210,1140,1245,2023,2268,3019,3501,1496,4338,2200,2300,2239,2615,1290,4317,504.6,8,7.2,15,12,3,31.5,600
870.3,879.1,957.8,953.3,1022.5,974.6,1005,1070,1210,1210,1140,1245,2003,2317,3014,3494,1497,4335,2200,2300,2239,2615,1290,4317,503.8,8,7,15,12,3,31.7,601
774.6,736.1,916.9,906,889.2,842.9,1005,1070,1215,1200,1140,1130,2575,2287,2573,4494,1595,4283,2600,2200,2001,4648,1600,4287,491.3,11.2,7,15,15.8,4.6,31.7,600
1024.3,985.8,1210,1148.4,1142.9,1076.5,1005,1070,1220,1200,1150,1130,1654,2041,3737,6066,1579,4618,1604,1892,3779,6101,1615,4617,554.5,8,7,21.6,20.8,8.1,38.5,499
998,1027.4,1209.6,1195.2,1173.6,1176.4,1005,1070,1210,1200,1145,1130,2718,3364,2205,9272,1805,5560,2324,2970,1714,8853,1657,5112,537,9.6,10.3,15,21.4,5.9,37.9,619
1035.4,1069.1,1252.9,1211.7,1154.3,1170.8,1005,1070,1220,1210,1140,1245,3599,4310,4094,12164,1678,6384,3535,4169,4079,11995,1677,6548,547.2,16.4,15.8,20.5,31,8.2,52,597
1022.7,1030.9,1229,1182.6,1198,1146.5,1005,1070,1215,1200,1150,1130,1945,2311,2688,6291,1445,4708,2076,2630,2160,6345,1360,4816,520.9,8.5,9.4,15,18,3,36.8,621
1036.9,1054.2,1258.8,1210.5,1161.1,1179.5,1005,1070,1220,1205,1150,1245,3023,3526,3619,9978,2324,5796,2686,3400,3616,9950,2302,5737,517,10.6,11.8,17.6,24.2,13.2,43.2,600
985.8,1058.5,1202.2,1184.8,1140.1,1187.9,1005,1070,1220,1200,1145,1130,3189,3992,6627,13146,4071,6279,3015,3677,6659,13053,3956,6068,529.3,15.2,15.6,29.9,35.2,34.5,49.4,501
1033,1029.9,1231.6,1189.4,1196.3,1146.2,1005,1070,1215,1200,1150,1130,1946,2312,2715,4996,1451,4232,1765,2207,2196,4849,1174,4208,520.2,7,7,15,14.2,3,32.2,618
749.9,746.1,940.5,929.5,941.4,877.9,1005,1070,1210,1210,1140,1245,2274,2680,3399,3928,1644,3954,2200,2300,2239,3486,1516,3958,398.8,8,7.6,15,12,3,27.9,600
1005.5,1000.3,1222.5,1183.1,1165.4,1094.8,1005,1070,1220,1200,1160,1130,1705,2104,2281,6013,1300,4624,1605,1766,1842,5927,1166,4485,521.4,8,7,15,18.4,3,36.9,501
734.7,718.2,765.9,739.6,736.7,710.6,1005,1070,1215,1200,1140,1130,2638,2313,2681,3095,1603,3286,2600,2200,2001,2450,1600,3298,493.5,9.2,7,15,12,4.2,24.9,621
1109.8,1110,1286.6,1244.2,1231.9,1268.1,1005,1070,1250,1230,1250,1245,3031,3055,3599,11904,4116,6303,2853,2886,2880,11573,3995,6128,554,13.2,11.9,18,29.8,34.5,50.3,599
1060.6,1046.6,1204,1171.1,1155,1115.5,1005,1070,1220,1200,1160,1130,1899,2001,1779,2704,1386,4633,1509,1605,1445,2615,1389,4617,553.6,8,7,15,12.8,5.7,39.5,500
952.6,1044.5,1204.8,1187.1,1133.8,1148.3,1005,1070,1220,1200,1145,1130,3044,3593,6340,12399,2846,6270,2842,3445,6278,12293,2914,6232,527.9,12.1,14.2,27.9,34.1,24.6,52.9,506
757.8,700.9,839,840.1,664.6,634.4,1005,1070,1215,1200,1140,1130,2605,2352,2723,7511,1600,3327,2600,2200,2001,2450,1600,3298,493.2,9.4,7,15,20.2,4,24,619
973.1,1042.4,1212.1,1192.7,1140.6,1172.5,1005,1070,1215,1200,1150,1130,3332,4169,7133,14861,2608,6455,3333,4169,7139,14817,2299,6080,506.2,12.7,16.3,27.4,34.3,12.5,43.4,623
988.1,1052.2,1230.6,1206.9,1151.6,1153.9,1005,1070,1215,1205,1150,1245,2534,2992,2844,9737,1916,5474,2495,2943,2880,9739,1916,5457,547.3,9.8,12.4,16.9,27.1,10.9,44.2,600
888,905.9,995.7,985.9,1056.7,995.9,1005,1070,1210,1210,1140,1245,1960,2301,2952,2885,1516,4343,2200,2300,2239,3050,1516,4677,514.5,8,7.6,15,13.3,3.6,34,601
1046.5,1018.3,1238.5,1182.9,1153.2,1150.1,1005,1070,1210,1200,1145,1130,2518,3130,2379,10351,1837,5598,2361,3029,1860,9910,1730,5332,487.1,11.6,12,15,23.2,5.7,37.8,620
855.5,903.8,1115,1092.5,1058.4,1073.2,1005,1070,1215,1200,1140,1130,12206,14925,12868,15210,6424,9241,12114,14855,12820,15383,6410,9188,431.6,32.9,43.1,34.2,29.7,38.7,49.9,1003
701.2,661.4,692.4,663.5,661,648.1,1005,1070,1215,1200,1140,1130,2581,2464,2719,3242,1601,3329,2600,2200,2001,2450,1600,3298,487.5,9.5,7,15,12,4,24,620
990.8,1048.6,1209.6,1194.9,1160.3,1146.7,1005,1070,1215,1205,1150,1245,2478,2913,2836,8331,1909,5439,2495,2943,2986,8308,1916,5457,555.5,14.1,11.1,19.1,22.4,9.7,42.7,597
1035.3,1071.9,1209.7,1212.1,1152.8,1157.8,1005,1070,1220,1210,1140,1245,2150,2271,3410,8183,1471,5040,1942,2235,3313,8313,1295,5037,522.5,8,7,15.6,23.8,3,37.9,600
842,847.4,927.6,925.2,978.3,928.9,1005,1070,1210,1210,1140,1245,2057,2405,3077,3611,1505,4309,2200,2300,2239,2615,1288,4317,490.1,8,7,15,12,3,31.9,600
990.3,1010,1222.2,1213,1154.6,1178.1,1005,1070,1215,1200,1150,1130,3360,4114,5064,12243,2362,6364,3333,4169,5003,12254,2327,6361,515.3,14.2,14.8,20.9,30.6,13.7,46.3,621
850.9,913.7,1097.6,1093,1010.4,1041.7,1005,1070,1215,1200,1140,1130,9036,11190,10204,12136,4820,6847,9664,11850,10227,12271,5114,7330,474,32.9,43.3,35.6,27.5,40.5,50.9,623
979.2,1045.7,1214.8,1198,1134.7,1166.2,1005,1070,1215,1200,1150,1130,3326,4183,7141,14896,1950,6086,3333,4169,7136,14817,1970,6080,509,12.7,16.2,27.1,34.2,8.9,43.7,620
999.2,1003.7,1223.1,1185.8,1144.4,1163.4,1005,1070,1215,1200,1150,1130,3352,4124,3768,12241,2253,6107,3121,4007,3828,12021,2218,5919,511.2,11.3,14.6,19.8,27.8,12.3,43.2,620
980,1055.8,1218.4,1199.8,1134.6,1160,1005,1070,1220,1210,1140,1245,3527,4164,6491,14824,2137,6547,3535,4169,6452,14817,2186,6548,538,17,17.8,24.5,36.4,12.2,48.3,600
1082.6,1083.6,1222.1,1193.7,1157.7,1097.8,1005,1070,1200,1190,1130,1130,1843,2055,1883,4991,1223,4286,1871,2018,1527,4883,990,4287,551.7,9.8,7,15,16.8,3,37.5,499
952.3,1049.6,1216,1198.4,1154.3,1141.5,1005,1070,1220,1200,1145,1130,2238,2745,4794,9801,2318,4899,2264,2836,4933,9800,2357,5127,545.7,10.2,11.1,25.4,28.6,18.8,45.1,494
965.4,1008.4,1182.6,1189.7,1149.8,1172.7,1005,1070,1215,1200,1150,1130,3315,4211,4836,14818,1802,6078,3333,4169,4941,14817,1805,6080,512.2,14.8,16,22.2,36.5,7.7,45.1,618
1022.7,1049.4,1206.8,1191.9,1143.4,1144.9,1005,1070,1215,1200,1150,1130,2303,2758,2477,6829,1462,5301,2119,2575,2047,7158,1468,5222,538.3,7.6,8.7,15,21.6,3.4,38.6,621
1109.5,1053.7,1251.5,1180.1,1157.5,1102,1005,1070,1220,1200,1160,1130,1847,1955,1803,2972,1328,4618,1499,1606,1456,3050,1345,4617,574.6,8,7,15,15,5.4,39.7,498
1046.1,1028.7,1251.7,1189,1176.9,1154.3,1005,1070,1215,1205,1150,1245,2518,2920,2833,7687,1919,5443,2495,2943,2880,7554,1916,5457,519.1,9.2,13,17,19.5,9,41.5,602
1003.2,1074,1220.8,1211.3,1142.9,1173.9,1005,1070,1220,1210,1140,1245,3494,4157,5411,14850,2730,6538,3535,4169,5461,14757,2709,6548,534.7,15.4,17.9,23.8,35.3,17.5,48.2,601
1010.1,1048.3,1228.2,1200.2,1124.6,1150.8,1005,1070,1215,1200,1150,1130,3375,4180,4424,12520,2297,6089,3333,4169,4249,12633,2299,6080,520.2,12.8,14.3,18.9,31.8,13.3,44.6,617
1013.9,1007.7,1210,1189.7,1129.3,1147.3,1005,1070,1210,1200,1145,1130,3245,4147,4906,13870,1968,6063,3309,4154,4906,13894,1956,6033,508.4,14.1,16.2,21.3,34.2,9.5,43.9,618
